time,pitch,pitchRate,angleOfAttack,altitude,verticalSpeed,indicatedAirspeed,liftCoefficient,targetSpeed,speedError,pidIntegral,pidDerivative
228.5,2.76,0.02,-1.08,7702.09,2236.19,251.88,0.549,250,188,0,0
228.5,2.76,0.02,-1.08,7702.4,2236.28,251.88,0.549,250,188,0,0
228.5,2.76,0.02,-1.08,7702.71,2236.36,251.88,0.549,250,188,0,0
228.5,2.77,0.02,-1.08,7703.02,2236.45,251.88,0.549,250,188,0,0
228.5,2.77,0.02,-1.08,7703.33,2236.54,251.88,0.549,250,188,0,0
228.5,2.77,0.02,-1.08,7703.64,2236.62,251.88,0.549,250,188,0,0
228.5,2.77,0.02,-1.08,7703.95,2236.71,251.88,0.549,250,188,0,0
228.5,2.77,0.02,-1.08,7704.26,2236.79,251.88,0.549,250,188,0,0
228.5,2.77,0.02,-1.08,7704.57,2236.88,251.88,0.549,250,188,0,0
228.5,2.77,0.02,-1.08,7704.88,2236.97,251.88,0.549,250,188,0,0
228.5,2.77,0.02,-1.08,7705.2,2237.05,251.87,0.549,250,188,0,0
228.5,2.77,0.02,-1.08,7705.51,2237.14,251.87,0.549,250,187,0,0
228.6,2.77,0.02,-1.08,7705.82,2237.22,251.87,0.549,250,187,0,0
228.6,2.77,0.02,-1.08,7706.13,2237.31,251.87,0.549,250,187,0,0
228.6,2.77,0.02,-1.08,7706.44,2237.39,251.87,0.549,250,187,0,0
228.6,2.77,0.02,-1.08,7706.75,2237.48,251.87,0.549,250,187,0,0
228.6,2.77,0.02,-1.08,7707.06,2237.56,251.87,0.549,250,187,0,0
228.6,2.77,0.02,-1.08,7707.37,2237.65,251.87,0.549,250,187,0,0
228.6,2.77,0.02,-1.08,7707.68,2237.74,251.87,0.549,250,187,0,0
228.6,2.77,0.02,-1.08,7707.99,2237.82,251.87,0.549,250,187,0,0
228.6,2.77,0.02,-1.08,7708.3,2237.91,251.87,0.549,250,187,0,0
228.6,2.77,0.02,-1.08,7708.61,2237.99,251.87,0.549,250,187,0,0
228.6,2.77,0.02,-1.08,7708.93,2238.08,251.87,0.549,250,187,0,0
228.6,2.78,0.02,-1.08,7709.24,2238.16,251.87,0.549,250,187,0,0
228.7,2.78,0.02,-1.08,7709.54,2238.25,251.87,0.549,250,187,0,0
228.7,2.78,0.02,-1.08,7709.86,2238.33,251.87,0.549,250,187,0,0
228.7,2.78,0.02,-1.08,7710.17,2238.42,251.87,0.549,250,187,0,0
228.7,2.78,0.02,-1.08,7710.48,2238.5,251.87,0.549,250,187,0,0
228.7,2.78,0.02,-1.08,7710.79,2238.59,251.87,0.549,250,187,0,0
228.7,2.78,0.02,-1.08,7711.1,2238.67,251.87,0.549,250,187,0,0
228.7,2.78,0.02,-1.08,7711.41,2238.76,251.87,0.549,250,187,0,0
228.7,2.78,0.02,-1.08,7711.72,2238.85,251.87,0.549,250,187,0,0
228.7,2.78,0.02,-1.08,7712.03,2238.93,251.87,0.549,250,187,0,0
228.7,2.78,0.02,-1.08,7712.34,2239.01,251.87,0.549,250,187,0,0
228.7,2.78,0.02,-1.08,7712.66,2239.1,251.87,0.549,250,187,0,0
228.7,2.78,0.02,-1.08,7712.97,2239.19,251.87,0.549,250,187,0,0
228.8,2.78,0.02,-1.08,7713.28,2239.27,251.87,0.549,250,187,0,0
228.8,2.78,0.02,-1.08,7713.59,2239.36,251.87,0.549,250,187,0,0
228.8,2.78,0.02,-1.08,7713.9,2239.44,251.87,0.549,250,187,0,0
228.8,2.78,0.02,-1.08,7714.21,2239.53,251.87,0.549,250,187,0,0
228.8,2.78,0.02,-1.08,7714.52,2239.61,251.87,0.549,250,187,0,0
228.8,2.79,0.02,-1.08,7714.83,2239.7,251.87,0.549,250,187,0,0
228.8,2.79,0.02,-1.08,7715.15,2239.78,251.87,0.549,250,187,0,0
228.8,2.79,0.02,-1.08,7715.46,2239.87,251.87,0.549,250,187,0,0
228.8,2.79,0.02,-1.08,7715.77,2239.95,251.87,0.549,250,187,0,0
228.8,2.79,0.02,-1.08,7716.08,2240.04,251.87,0.549,250,187,0,0
228.8,2.79,0.02,-1.08,7716.39,2240.12,251.87,0.549,250,187,0,0
228.8,2.79,0.02,-1.08,7716.7,2240.21,251.87,0.549,250,187,0,0
228.9,2.79,0.02,-1.08,7717.01,2240.29,251.87,0.549,250,187,0,0
228.9,2.79,0.02,-1.08,7717.32,2240.38,251.87,0.549,250,187,0,0
228.9,2.79,0.02,-1.08,7717.64,2240.46,251.87,0.549,250,187,0,0
228.9,2.79,0.02,-1.08,7717.95,2240.55,251.86,0.549,250,187,0,0
228.9,2.79,0.02,-1.08,7718.26,2240.63,251.86,0.549,250,186,0,0
228.9,2.79,0.02,-1.08,7718.57,2240.72,251.86,0.549,250,186,0,0
228.9,2.79,0.02,-1.08,7718.88,2240.8,251.86,0.549,250,186,0,0
228.9,2.79,0.02,-1.08,7719.19,2240.89,251.86,0.549,250,186,0,0
228.9,2.79,0.02,-1.08,7719.5,2240.97,251.86,0.549,250,186,0,0
228.9,2.79,0.02,-1.08,7719.81,2241.06,251.86,0.549,250,186,0,0
228.9,2.79,0.02,-1.08,7720.12,2241.14,251.86,0.549,250,186,0,0
228.9,2.79,0.02,-1.08,7720.43,2241.22,251.86,0.549,250,186,0,0
229,2.79,0.02,-1.08,7720.75,2241.31,251.86,0.549,250,186,0,0
229,2.8,0.02,-1.08,7721.06,2241.39,251.86,0.549,250,186,0,0
229,2.8,0.02,-1.08,7721.37,2241.48,251.86,0.549,250,186,0,0
229,2.8,0.02,-1.08,7721.68,2241.56,251.86,0.549,250,186,0,0
229,2.8,0.02,-1.08,7721.99,2241.65,251.86,0.549,250,186,0,0
229,2.8,0.02,-1.08,7722.31,2241.73,251.86,0.549,250,186,0,0
229,2.8,0.02,-1.08,7722.62,2241.82,251.86,0.549,250,186,0,0
229,2.8,0.02,-1.08,7722.93,2241.9,251.86,0.549,250,186,0,0
229,2.8,0.02,-1.08,7723.24,2241.99,251.86,0.549,250,186,0,0
229,2.8,0.02,-1.08,7723.55,2242.07,251.86,0.549,250,186,0,0
229,2.8,0.02,-1.08,7723.86,2242.16,251.86,0.549,250,186,0,0
229,2.8,0.02,-1.08,7724.17,2242.24,251.86,0.549,250,186,0,0
229.1,2.8,0.02,-1.08,7724.48,2242.33,251.86,0.549,250,186,0,0
229.1,2.8,0.02,-1.08,7724.79,2242.41,251.86,0.549,250,186,0,0
229.1,2.8,0.02,-1.08,7725.1,2242.49,251.86,0.549,250,186,0,0
229.1,2.8,0.02,-1.08,7725.41,2242.58,251.86,0.549,250,186,0,0
229.1,2.8,0.02,-1.08,7725.73,2242.66,251.86,0.549,250,186,0,0
229.1,2.8,0.02,-1.08,7726.04,2242.75,251.86,0.549,250,186,0,0
229.1,2.8,0.02,-1.08,7726.35,2242.83,251.86,0.549,250,186,0,0
229.1,2.8,0.02,-1.08,7726.66,2242.92,251.86,0.549,250,186,0,0
229.1,2.8,0.02,-1.08,7726.98,2243,251.86,0.549,250,186,0,0
229.1,2.81,0.02,-1.08,7727.29,2243.09,251.86,0.549,250,186,0,0
229.1,2.81,0.02,-1.08,7727.6,2243.17,251.86,0.549,250,186,0,0
229.1,2.81,0.02,-1.08,7727.91,2243.26,251.86,0.549,250,186,0,0
229.2,2.81,0.02,-1.08,7728.22,2243.34,251.86,0.549,250,186,0,0
229.2,2.81,0.02,-1.08,7728.53,2243.42,251.86,0.549,250,186,0,0
229.2,2.81,0.02,-1.08,7728.84,2243.51,251.86,0.549,250,186,0,0
229.2,2.81,0.02,-1.08,7729.16,2243.59,251.86,0.549,250,186,0,0
229.2,2.81,0.02,-1.08,7729.47,2243.68,251.86,0.549,250,186,0,0
229.2,2.81,0.02,-1.08,7729.78,2243.76,251.85,0.549,250,186,0,0
229.2,2.81,0.02,-1.08,7730.09,2243.85,251.85,0.549,250,185,0,0
229.2,2.81,0.02,-1.08,7730.4,2243.93,251.85,0.549,250,185,0,0
229.2,2.81,0.02,-1.08,7730.72,2244.01,251.85,0.549,250,185,0,0
229.2,2.81,0.02,-1.08,7731.03,2244.1,251.85,0.549,250,185,0,0
229.2,2.81,0.02,-1.08,7731.34,2244.18,251.85,0.549,250,185,0,0
229.2,2.81,0.02,-1.08,7731.65,2244.27,251.85,0.549,250,185,0,0
229.3,2.81,0.02,-1.08,7731.97,2244.35,251.85,0.549,250,185,0,0
229.3,2.81,0.02,-1.08,7732.28,2244.43,251.85,0.549,250,185,0,0
229.3,2.81,0.02,-1.08,7732.59,2244.52,251.85,0.549,250,185,0,0
229.3,2.82,0.02,-1.08,7732.9,2244.6,251.85,0.549,250,185,0,0
229.3,2.82,0.02,-1.08,7733.21,2244.69,251.85,0.549,250,185,0,0
229.3,2.82,0.02,-1.08,7733.52,2244.77,251.85,0.549,250,185,0,0
229.3,2.82,0.02,-1.08,7733.83,2244.85,251.85,0.549,250,185,0,0
229.3,2.82,0.02,-1.08,7734.14,2244.94,251.85,0.549,250,185,0,0
229.3,2.82,0.02,-1.08,7734.46,2245.02,251.85,0.549,250,185,0,0
229.3,2.82,0.02,-1.08,7734.76,2245.11,251.85,0.549,250,185,0,0
229.3,2.82,0.02,-1.08,7735.08,2245.19,251.85,0.549,250,185,0,0
229.3,2.82,0.02,-1.08,7735.39,2245.27,251.85,0.549,250,185,0,0
229.4,2.82,0.02,-1.08,7735.7,2245.36,251.85,0.549,250,185,0,0
229.4,2.82,0.02,-1.08,7736.01,2245.44,251.85,0.549,250,185,0,0
229.4,2.82,0.02,-1.08,7736.32,2245.53,251.85,0.549,250,185,0,0
229.4,2.82,0.02,-1.08,7736.64,2245.61,251.85,0.549,250,185,0,0
229.4,2.82,0.02,-1.08,7736.95,2245.69,251.85,0.549,250,185,0,0
229.4,2.82,0.02,-1.08,7737.26,2245.78,251.85,0.549,250,185,0,0
229.4,2.82,0.02,-1.08,7737.58,2245.86,251.85,0.549,250,185,0,0
229.4,2.82,0.02,-1.08,7737.89,2245.95,251.85,0.549,250,185,0,0
229.4,2.82,0.02,-1.08,7738.2,2246.03,251.85,0.549,250,185,0,0
229.4,2.82,0.02,-1.08,7738.51,2246.11,251.85,0.549,250,185,0,0
229.4,2.82,0.02,-1.08,7738.83,2246.2,251.85,0.549,250,185,0,0
229.4,2.83,0.02,-1.08,7739.13,2246.28,251.85,0.549,250,185,0,0
229.5,2.83,0.02,-1.08,7739.44,2246.36,251.85,0.549,250,185,0,0
229.5,2.83,0.02,-1.08,7739.76,2246.45,251.85,0.549,250,185,0,0
229.5,2.83,0.02,-1.08,7740.07,2246.53,251.85,0.549,250,185,0,0
229.5,2.83,0.02,-1.08,7740.38,2246.62,251.85,0.549,250,185,0,0
229.5,2.83,0.02,-1.08,7740.7,2246.7,251.85,0.549,250,185,0,0
229.5,2.83,0.02,-1.08,7741.01,2246.78,251.85,0.549,250,185,0,0
229.5,2.83,0.02,-1.08,7741.32,2246.87,251.84,0.549,250,185,0,0
229.5,2.83,0.02,-1.08,7741.63,2246.95,251.84,0.549,250,184,0,0
229.5,2.83,0.02,-1.08,7741.94,2247.03,251.84,0.549,250,184,0,0
229.5,2.83,0.02,-1.08,7742.26,2247.12,251.84,0.549,250,184,0,0
229.5,2.83,0.02,-1.08,7742.57,2247.2,251.84,0.549,250,184,0,0
229.5,2.83,0.02,-1.08,7742.88,2247.28,251.84,0.549,250,184,0,0
229.6,2.83,0.02,-1.08,7743.19,2247.37,251.84,0.549,250,184,0,0
229.6,2.83,0.02,-1.08,7743.5,2247.45,251.84,0.549,250,184,0,0
229.6,2.83,0.02,-1.08,7743.82,2247.53,251.84,0.549,250,184,0,0
229.6,2.83,0.02,-1.08,7744.13,2247.62,251.84,0.549,250,184,0,0
229.6,2.83,0.02,-1.08,7744.44,2247.7,251.84,0.549,250,184,0,0
229.6,2.83,0.02,-1.08,7744.75,2247.78,251.84,0.549,250,184,0,0
229.6,2.83,0.02,-1.08,7745.06,2247.87,251.84,0.549,250,184,0,0
229.6,2.84,0.02,-1.08,7745.38,2247.95,251.84,0.549,250,184,0,0
229.6,2.84,0.02,-1.08,7745.69,2248.03,251.84,0.549,250,184,0,0
229.6,2.84,0.02,-1.08,7746.01,2248.12,251.84,0.549,250,184,0,0
229.6,2.84,0.02,-1.08,7746.32,2248.2,251.84,0.549,250,184,0,0
229.6,2.84,0.02,-1.08,7746.62,2248.28,251.84,0.549,250,184,0,0
229.7,2.84,0.02,-1.08,7746.94,2248.37,251.84,0.549,250,184,0,0
229.7,2.84,0.02,-1.08,7747.25,2248.45,251.84,0.549,250,184,0,0
229.7,2.84,0.02,-1.08,7747.56,2248.53,251.84,0.549,250,184,0,0
229.7,2.84,0.02,-1.08,7747.88,2248.62,251.84,0.549,250,184,0,0
229.7,2.84,0.02,-1.08,7748.19,2248.7,251.84,0.549,250,184,0,0
229.7,2.84,0.02,-1.08,7748.5,2248.78,251.84,0.549,250,184,0,0
229.7,2.84,0.02,-1.08,7748.82,2248.87,251.84,0.549,250,184,0,0
229.7,2.84,0.02,-1.08,7749.12,2248.95,251.84,0.549,250,184,0,0
229.7,2.84,0.02,-1.08,7749.43,2249.03,251.84,0.549,250,184,0,0
229.7,2.84,0.02,-1.08,7749.75,2249.12,251.84,0.549,250,184,0,0
229.7,2.84,0.02,-1.08,7750.06,2249.2,251.84,0.549,250,184,0,0
229.7,2.84,0.02,-1.08,7750.37,2249.28,251.84,0.549,250,184,0,0
229.8,2.84,0.02,-1.08,7750.68,2249.36,251.84,0.549,250,184,0,0
229.8,2.84,0.02,-1.08,7750.99,2249.45,251.84,0.549,250,184,0,0
229.8,2.84,0.02,-1.08,7751.31,2249.53,251.84,0.549,250,184,0,0
229.8,2.85,0.02,-1.08,7751.62,2249.61,251.84,0.549,250,184,0,0
229.8,2.85,0.02,-1.08,7751.93,2249.7,251.84,0.549,250,184,0,0
229.8,2.85,0.02,-1.08,7752.24,2249.78,251.83,0.549,250,184,0,0
229.8,2.85,0.02,-1.08,7752.56,2249.86,251.83,0.549,250,183,0,0
229.8,2.85,0.02,-1.08,7752.87,2249.95,251.83,0.549,250,183,0,0
229.8,2.85,0.02,-1.08,7753.18,2250.03,251.83,0.549,250,183,0,0
229.8,2.85,0.02,-1.08,7753.5,2250.11,251.83,0.549,250,183,0,0
229.8,2.85,0.02,-1.08,7753.81,2250.19,251.83,0.549,250,183,0,0
229.8,2.85,0.02,-1.08,7754.12,2250.28,251.83,0.549,250,183,0,0
229.9,2.85,0.02,-1.08,7754.44,2250.36,251.83,0.549,250,183,0,0
229.9,2.85,0.02,-1.08,7754.75,2250.44,251.83,0.549,250,183,0,0
229.9,2.85,0.02,-1.08,7755.06,2250.53,251.83,0.549,250,183,0,0
229.9,2.85,0.02,-1.08,7755.37,2250.61,251.83,0.549,250,183,0,0
229.9,2.85,0.02,-1.08,7755.69,2250.69,251.83,0.549,250,183,0,0
229.9,2.85,0.02,-1.08,7756,2250.77,251.83,0.549,250,183,0,0
229.9,2.85,0.02,-1.08,7756.31,2250.86,251.83,0.549,250,183,0,0
229.9,2.85,0.02,-1.08,7756.62,2250.94,251.83,0.549,250,183,0,0
229.9,2.85,0.02,-1.08,7756.93,2251.02,251.83,0.549,250,183,0,0
229.9,2.86,0.02,-1.08,7757.25,2251.11,251.83,0.549,250,183,0,0
229.9,2.86,0.02,-1.08,7757.56,2251.19,251.83,0.549,250,183,0,0
229.9,2.86,0.02,-1.08,7757.87,2251.27,251.83,0.549,250,183,0,0
230,2.86,0.02,-1.08,7758.18,2251.35,251.83,0.549,250,183,0,0
230,2.86,0.02,-1.08,7758.5,2251.44,251.83,0.549,250,183,0,0
230,2.86,0.02,-1.08,7758.81,2251.52,251.83,0.549,250,183,0,0
230,2.86,0.02,-1.08,7759.13,2251.6,251.83,0.549,250,183,0,0
230,2.86,0.02,-1.08,7759.43,2251.68,251.83,0.549,250,183,0,0
230,2.86,0.02,-1.08,7759.75,2251.77,251.83,0.549,250,183,0,0
230,2.86,0.02,-1.08,7760.06,2251.85,251.83,0.549,250,183,0,0
230,2.86,0.02,-1.08,7760.38,2251.93,251.83,0.549,250,183,0,0
230,2.86,0.02,-1.08,7760.69,2252.01,251.83,0.549,250,183,0,0
230,2.86,0.02,-1.08,7761,2252.1,251.83,0.549,250,183,0,0
230,2.86,0.02,-1.08,7761.31,2252.18,251.83,0.549,250,183,0,0
230,2.86,0.02,-1.08,7761.63,2252.26,251.83,0.549,250,183,0,0
230.1,2.86,0.02,-1.08,7761.94,2252.34,251.83,0.549,250,183,0,0
230.1,2.86,0.02,-1.08,7762.25,2252.43,251.83,0.549,250,183,0,0
230.1,2.86,0.02,-1.08,7762.56,2252.51,251.82,0.549,250,183,0,0
230.1,2.86,0.02,-1.08,7762.88,2252.59,251.82,0.549,250,182,0,0
230.1,2.86,0.02,-1.08,7763.19,2252.67,251.82,0.549,250,182,0,0
230.1,2.87,0.02,-1.08,7763.5,2252.75,251.82,0.549,250,182,0,0
230.1,2.87,0.02,-1.08,7763.82,2252.84,251.82,0.549,250,182,0,0
230.1,2.87,0.02,-1.08,7764.13,2252.92,251.82,0.549,250,182,0,0
230.1,2.87,0.02,-1.08,7764.44,2253,251.82,0.549,250,182,0,0
230.1,2.87,0.02,-1.08,7764.75,2253.08,251.82,0.549,250,182,0,0
230.1,2.87,0.02,-1.08,7765.06,2253.17,251.82,0.549,250,182,0,0
230.1,2.87,0.02,-1.08,7765.38,2253.25,251.82,0.549,250,182,0,0
230.2,2.87,0.02,-1.08,7765.7,2253.33,251.82,0.549,250,182,0,0
230.2,2.87,0.02,-1.08,7766,2253.41,251.82,0.549,250,182,0,0
230.2,2.87,0.02,-1.08,7766.32,2253.49,251.82,0.549,250,182,0,0
230.2,2.87,0.02,-1.08,7766.63,2253.58,251.82,0.549,250,182,0,0
230.2,2.87,0.02,-1.08,7766.95,2253.66,251.82,0.549,250,182,0,0
230.2,2.87,0.02,-1.08,7767.26,2253.74,251.82,0.549,250,182,0,0
230.2,2.87,0.02,-1.08,7767.57,2253.82,251.82,0.549,250,182,0,0
230.2,2.87,0.02,-1.08,7767.89,2253.91,251.82,0.549,250,182,0,0
230.2,2.87,0.02,-1.08,7768.2,2253.99,251.82,0.549,250,182,0,0
230.2,2.87,0.02,-1.08,7768.52,2254.07,251.82,0.549,250,182,0,0
230.2,2.87,0.02,-1.08,7768.82,2254.15,251.82,0.549,250,182,0,0
230.2,2.87,0.02,-1.08,7769.14,2254.23,251.82,0.549,250,182,0,0
230.3,2.87,0.02,-1.08,7769.45,2254.32,251.82,0.549,250,182,0,0
230.3,2.88,0.02,-1.08,7769.77,2254.4,251.82,0.549,250,182,0,0
230.3,2.88,0.02,-1.08,7770.08,2254.48,251.82,0.549,250,182,0,0
230.3,2.88,0.02,-1.08,7770.39,2254.56,251.82,0.549,250,182,0,0
230.3,2.88,0.02,-1.08,7770.7,2254.64,251.82,0.549,250,182,0,0
230.3,2.88,0.02,-1.08,7771.02,2254.73,251.82,0.549,250,182,0,0
230.3,2.88,0.02,-1.08,7771.33,2254.81,251.82,0.549,250,182,0,0
230.3,2.88,0.02,-1.08,7771.65,2254.89,251.82,0.549,250,182,0,0
230.3,2.88,0.02,-1.08,7771.96,2254.97,251.82,0.549,250,182,0,0
230.3,2.88,0.02,-1.08,7772.27,2255.05,251.82,0.549,250,182,0,0
230.3,2.88,0.02,-1.08,7772.58,2255.13,251.81,0.549,250,182,0,0
230.3,2.88,0.02,-1.08,7772.89,2255.21,251.81,0.549,250,181,0,0
230.4,2.88,0.02,-1.08,7773.21,2255.3,251.81,0.549,250,181,0,0
230.4,2.88,0.02,-1.08,7773.53,2255.38,251.81,0.549,250,181,0,0
230.4,2.88,0.02,-1.08,7773.84,2255.46,251.81,0.549,250,181,0,0
230.4,2.88,0.02,-1.08,7774.15,2255.54,251.81,0.549,250,181,0,0
230.4,2.88,0.02,-1.08,7774.47,2255.63,251.81,0.549,250,181,0,0
230.4,2.88,0.02,-1.08,7774.78,2255.71,251.81,0.549,250,181,0,0
230.4,2.88,0.02,-1.08,7775.09,2255.79,251.81,0.549,250,181,0,0
230.4,2.88,0.02,-1.08,7775.41,2255.87,251.81,0.549,250,181,0,0
230.4,2.88,0.02,-1.08,7775.71,2255.95,251.81,0.549,250,181,0,0
230.4,2.89,0.02,-1.08,7776.03,2256.03,251.81,0.549,250,181,0,0
230.4,2.89,0.02,-1.08,7776.34,2256.11,251.81,0.549,250,181,0,0
230.4,2.89,0.02,-1.08,7776.66,2256.19,251.81,0.549,250,181,0,0
230.5,2.89,0.02,-1.08,7776.97,2256.28,251.81,0.549,250,181,0,0
230.5,2.89,0.02,-1.08,7777.28,2256.36,251.81,0.549,250,181,0,0
230.5,2.89,0.02,-1.08,7777.59,2256.44,251.81,0.549,250,181,0,0
230.5,2.89,0.02,-1.08,7777.91,2256.52,251.81,0.549,250,181,0,0
230.5,2.89,0.02,-1.08,7778.22,2256.6,251.81,0.549,250,181,0,0
230.5,2.89,0.02,-1.08,7778.53,2256.68,251.81,0.549,250,181,0,0
230.5,2.89,0.02,-1.08,7778.85,2256.76,251.81,0.549,250,181,0,0
230.5,2.89,0.02,-1.08,7779.16,2256.84,251.81,0.549,250,181,0,0
230.5,2.89,0.02,-1.08,7779.47,2256.93,251.81,0.549,250,181,0,0
230.5,2.89,0.02,-1.08,7779.79,2257.01,251.81,0.549,250,181,0,0
230.5,2.89,0.02,-1.08,7780.1,2257.09,251.81,0.549,250,181,0,0
230.5,2.89,0.02,-1.08,7780.42,2257.17,251.81,0.549,250,181,0,0
230.6,2.89,0.02,-1.08,7780.74,2257.26,251.81,0.549,250,181,0,0
230.6,2.89,0.02,-1.08,7781.05,2257.33,251.81,0.549,250,181,0,0
230.6,2.89,0.02,-1.08,7781.36,2257.41,251.81,0.549,250,181,0,0
230.6,2.9,0.02,-1.08,7781.68,2257.5,251.81,0.549,250,181,0,0
230.6,2.9,0.02,-1.08,7781.98,2257.58,251.81,0.549,250,181,0,0
230.6,2.9,0.02,-1.08,7782.3,2257.66,251.8,0.549,250,181,0,0
230.6,2.9,0.02,-1.08,7782.62,2257.74,251.8,0.549,250,180,0,0
230.6,2.9,0.02,-1.08,7782.96,2257.83,251.8,0.549,250,180,0,0
230.6,2.9,0.02,-1.08,7783.24,2257.9,251.8,0.549,250,180,0,0
230.6,2.9,0.02,-1.08,7783.55,2257.98,251.8,0.549,250,180,0,0
230.6,2.9,0.02,-1.08,7783.86,2258.06,251.8,0.549,250,180,0,0
230.6,2.9,0.02,-1.08,7784.18,2258.15,251.8,0.549,250,180,0,0
230.7,2.9,0.02,-1.08,7784.49,2258.22,251.8,0.549,250,180,0,0
230.7,2.9,0.02,-1.08,7784.81,2258.31,251.8,0.549,250,180,0,0
230.7,2.9,0.02,-1.08,7785.12,2258.39,251.8,0.549,250,180,0,0
230.7,2.9,0.02,-1.08,7785.44,2258.47,251.8,0.549,250,180,0,0
230.7,2.9,0.02,-1.08,7785.75,2258.55,251.8,0.549,250,180,0,0
230.7,2.9,0.02,-1.08,7786.06,2258.63,251.8,0.549,250,180,0,0
230.7,2.9,0.02,-1.08,7786.37,2258.71,251.8,0.549,250,180,0,0
230.7,2.9,0.02,-1.08,7786.7,2258.79,251.8,0.549,250,180,0,0
230.7,2.9,0.02,-1.08,7787.01,2258.87,251.8,0.549,250,180,0,0
230.7,2.9,0.02,-1.08,7787.32,2258.96,251.8,0.549,250,180,0,0
230.7,2.9,0.02,-1.08,7787.63,2259.03,251.8,0.549,250,180,0,0
230.7,2.91,0.02,-1.08,7787.94,2259.11,251.8,0.549,250,180,0,0
230.8,2.91,0.02,-1.08,7788.26,2259.2,251.8,0.549,250,180,0,0
230.8,2.91,0.02,-1.08,7788.57,2259.28,251.8,0.549,250,180,0,0
230.8,2.91,0.02,-1.08,7788.88,2259.36,251.8,0.549,250,180,0,0
230.8,2.91,0.02,-1.08,7789.2,2259.44,251.8,0.549,250,180,0,0
230.8,2.91,0.02,-1.08,7789.51,2259.52,251.8,0.549,250,180,0,0
230.8,2.91,0.02,-1.08,7789.83,2259.6,251.8,0.549,250,180,0,0
230.8,2.91,0.02,-1.08,7790.14,2259.68,251.8,0.549,250,180,0,0
230.8,2.91,0.02,-1.08,7790.45,2259.76,251.8,0.549,250,180,0,0
230.8,2.91,0.02,-1.08,7790.77,2259.84,251.8,0.549,250,180,0,0
230.8,2.91,0.02,-1.08,7791.08,2259.92,251.8,0.549,250,180,0,0
230.8,2.91,0.02,-1.08,7791.4,2260,251.8,0.549,250,180,0,0
230.8,2.91,0.02,-1.08,7791.71,2260.08,251.8,0.549,250,180,0,0
230.9,2.91,0.02,-1.08,7792.03,2260.16,251.79,0.549,250,180,0,0
230.9,2.91,0.02,-1.08,7792.34,2260.24,251.79,0.549,250,179,0,0
230.9,2.91,0.02,-1.08,7792.65,2260.33,251.79,0.549,250,179,0,0
230.9,2.91,0.02,-1.08,7792.97,2260.41,251.79,0.549,250,179,0,0
230.9,2.91,0.02,-1.08,7793.28,2260.49,251.79,0.549,250,179,0,0
230.9,2.91,0.02,-1.08,7793.6,2260.57,251.79,0.549,250,179,0,0
230.9,2.91,0.02,-1.08,7793.91,2260.65,251.79,0.549,250,179,0,0
230.9,2.92,0.02,-1.08,7794.22,2260.73,251.79,0.549,250,179,0,0
230.9,2.92,0.02,-1.08,7794.54,2260.81,251.79,0.549,250,179,0,0
230.9,2.92,0.02,-1.08,7794.85,2260.89,251.79,0.549,250,179,0,0
230.9,2.92,0.02,-1.08,7795.17,2260.97,251.79,0.549,250,179,0,0
230.9,2.92,0.02,-1.08,7795.48,2261.05,251.79,0.549,250,179,0,0
231,2.92,0.02,-1.08,7795.79,2261.13,251.79,0.549,250,179,0,0
231,2.92,0.02,-1.08,7796.11,2261.21,251.79,0.549,250,179,0,0
231,2.92,0.02,-1.08,7796.42,2261.29,251.79,0.549,250,179,0,0
231,2.92,0.02,-1.08,7796.74,2261.37,251.79,0.549,250,179,0,0
231,2.92,0.02,-1.08,7797.05,2261.45,251.79,0.549,250,179,0,0
231,2.92,0.02,-1.08,7797.36,2261.53,251.79,0.549,250,179,0,0
231,2.92,0.02,-1.08,7797.68,2261.61,251.79,0.549,250,179,0,0
231,2.92,0.02,-1.08,7797.99,2261.69,251.79,0.549,250,179,0,0
231,2.92,0.02,-1.08,7798.31,2261.77,251.79,0.549,250,179,0,0
231,2.92,0.02,-1.08,7798.62,2261.85,251.79,0.549,250,179,0,0
231,2.92,0.02,-1.08,7798.94,2261.93,251.79,0.549,250,179,0,0
231,2.92,0.02,-1.08,7799.25,2262.01,251.79,0.549,250,179,0,0
231.1,2.92,0.02,-1.08,7799.56,2262.09,251.79,0.549,250,179,0,0
231.1,2.92,0.02,-1.08,7799.88,2262.17,251.79,0.549,250,179,0,0
231.1,2.92,0.02,-1.08,7800.19,2262.25,251.79,0.549,250,179,0,0
231.1,2.93,0.02,-1.08,7800.5,2262.33,251.79,0.549,250,179,0,0
231.1,2.93,0.02,-1.08,7800.81,2262.41,251.79,0.549,250,179,0,0
231.1,2.93,0.02,-1.08,7801.13,2262.49,251.78,0.549,250,179,0,0
231.1,2.93,0.02,-1.08,7801.44,2262.57,251.78,0.549,250,178,0,0
231.1,2.93,0.02,-1.08,7801.76,2262.65,251.78,0.549,250,178,0,0
231.1,2.93,0.02,-1.08,7802.07,2262.73,251.78,0.549,250,178,0,0
231.1,2.93,0.02,-1.08,7802.39,2262.81,251.78,0.549,250,178,0,0
231.1,2.93,0.02,-1.08,7802.7,2262.89,251.78,0.549,250,178,0,0
231.1,2.93,0.02,-1.08,7803.02,2262.97,251.78,0.549,250,178,0,0
231.2,2.93,0.02,-1.08,7803.33,2263.05,251.78,0.549,250,178,0,0
